日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20251231,2883,大冷,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2884,ヨシムラ・フード・ホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,288A,ラクサス・テクノロジーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,2892,日本食品化工,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2894,石井食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2897,日清食品ホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20251231,2901,ウェルディッシュ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2903,シノブフーズ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2904,一正蒲鉾,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2907,あじかん,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2908,フジッコ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,290A,Ｓｙｎｓｐｅｃｔｉｖｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20251231,2910,ロック・フィールド,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,2911,旭松食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2914,日本たばこ産業,プライム（内国株式）,3050,食料品,1,食品,1,TOPIX Core30
20251231,2915,ケンコーマヨネーズ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,2916,仙波糖化工業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2917,大森屋,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2918,わらべや日洋ホールディングス,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20251231,291A,リスキル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,2922,なとり,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2929,ファーマフーズ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,292A,エスアイイー,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,2930,北の達人コーポレーション,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20251231,2931,ユーグレナ,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20251231,2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,2933,紀文食品,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,2934,ジェイフロンティア,グロース（内国株式）,3050,食料品,1,食品,-,-
20251231,2935,ピックルスホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20251231,2936,ベースフード,グロース（内国株式）,3050,食料品,1,食品,-,-
20251231,2937,サンクゼール,グロース（内国株式）,3050,食料品,1,食品,-,-
20251231,2938,オカムラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,293A,ＢＡＢＹ　ＪＯＢ,PRO Market,6100,小売業,14,小売,-,-
20251231,294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20251231,295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,ETF・ETN,-,-,-,-,-,-
20251231,2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20251231,2962,テクニスコ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20251231,296A,令和アカウンティング・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,2970,グッドライフカンパニー,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20251231,2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20251231,2975,スター・マイカ・ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20251231,2978,ツクルバ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20251231,297A,アルピコホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,2980,ＳＲＥホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20251231,2981,ランディックス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2982,ＡＤワークスグループ,プライム（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2983,アールプランナー,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2984,ヤマイチエステート,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2985,ファーストステージ,PRO Market,8050,不動産業,17,不動産,-,-
20251231,2986,ＬＡホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20251231,298A,ＧＶＡ　ＴＥＣＨ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20251231,2990,アイダ設計,PRO Market,8050,不動産業,17,不動産,-,-
20251231,2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2992,アーバンライク,PRO Market,8050,不動産業,17,不動産,-,-
20251231,2993,長栄,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2994,アンサーホールディングス,PRO Market,8050,不動産業,17,不動産,-,-
20251231,2995,ジェイレックス・コーポレーション,PRO Market,8050,不動産業,17,不動産,-,-
20251231,2997,ストレージ王,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2998,クリアル,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20251231,2999,ホームポジション,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20251231,299A,クラシル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,3001,片倉工業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20251231,3002,グンゼ,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20251231,3003,ヒューリック,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20251231,3004,神栄,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,300A,ＭＩＣ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,3010,ポラリス・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,3011,バナーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,301A,インデックス,PRO Market,8050,不動産業,17,不動産,-,-
20251231,3020,アプライド,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3021,パシフィックネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,3023,ラサ商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20251231,3024,クリエイト,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,3028,アルペン,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20251231,302A,ビースタイルホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,3030,ハブ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3031,ラクーンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20251231,3034,クオールホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20251231,3035,ケイティケイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,3036,アルコニックス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20251231,3038,神戸物産,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20251231,303A,ｖｉｓｕｍｏ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20251231,3040,ソリトンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20251231,3041,ビューティカダンホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,3042,セキュアヴェイル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20251231,3045,カワサキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,3046,ジンズホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20251231,3048,ビックカメラ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20251231,304A,フォルシア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20251231,3050,ＤＣＭホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20251231,3053,ペッパーフードサービス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20251231,3054,ハイパー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,3058,三洋堂ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3059,ヒラキ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,305A,ダブルツリー,PRO Market,6100,小売業,14,小売,-,-
20251231,3063,ジェイグループホールディングス,グロース（内国株式）,6100,小売業,14,小売,-,-
20251231,3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20251231,3065,ライフフーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3067,東京一番フーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3068,ＷＤＩ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20251231,3070,ジェリービーンズグループ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,3071,ストリーム,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3075,銚子丸,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3076,あい　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20251231,3077,ホリイフードサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3079,ディーブイエックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,307A,ハウジング・スタッフ,PRO Market,2050,建設業,3,建設・資材,-,-
20251231,3080,ジェーソン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3082,きちりホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3083,スターシーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3086,Ｊ．フロント　リテイリング,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20251231,3087,ドトール・日レスホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20251231,3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20251231,3089,テクノアルファ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,308A,ぽすとめいとホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,3091,ブロンコビリー,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20251231,3092,ＺＯＺＯ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20251231,3093,トレジャー・ファクトリー,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20251231,3094,スーパーバリュー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3096,オーシャンシステム,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20251231,3097,物語コーポレーション,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20251231,3099,三越伊勢丹ホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20251231,309A,コスモス調剤,PRO Market,6100,小売業,14,小売,-,-
20251231,3101,東洋紡,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20251231,3103,ユニチカ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20251231,3104,富士紡ホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20251231,3105,日清紡ホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20251231,3106,倉敷紡績,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20251231,3107,ダイワボウホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20251231,3109,シキボウ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20251231,310A,サーティーフォー,PRO Market,8050,不動産業,17,不動産,-,-
20251231,3110,日東紡績,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20251231,3111,オーミケンシ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20251231,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20251231,3116,トヨタ紡織,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20251231,311A,ＮＰＴ,PRO Market,3250,医薬品,5,医薬品,-,-
20251231,3121,マーチャント・バンカーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20251231,3123,サイボー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20251231,312A,シンコーホールディングス,PRO Market,2050,建設業,3,建設・資材,-,-
20251231,3131,シンデン・ハイテックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20251231,3132,マクニカホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
