,ticker,2025-03-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2025-08-31 00:00:00,2024-08-31 00:00:00,2023-08-31 00:00:00,2022-08-31 00:00:00,2021-08-31 00:00:00
Interest Received Cfo,9501,10976000000.0,5435000000.0,25415000000.0,18952000000.0,,,,,,
Interest Paid Cfo,9501,-67508000000.0,-56337000000.0,-46967000000.0,-43942000000.0,,,,,,
Change In Working Capital,9501,-150331000000.0,174843000000.0,-70018000000.0,-8076000000.0,,,,,,
Change In Other Current Liabilities,9501,,,,,-10434000000.0,,,,,
Change In Other Current Assets,9501,-90534000000.0,-79182000000.0,-52290000000.0,-100513000000.0,,,,,,
Change In Accrued Expense,9501,-152188000000.0,260262000000.0,-30593000000.0,,-109583000000.0,,,,,
Change In Payable,9501,96145000000.0,-186975000000.0,114956000000.0,163053000000.0,,,,,,
Change In Receivables,9501,-30434000000.0,78805000000.0,-119387000000.0,-69030000000.0,,,,,,
Other Non Cash Items,9501,139097000000.0,51063000000.0,-45448000000.0,56694000000.0,,,,,,
Depreciation And Amortization,9501,367517000000.0,358207000000.0,341145000000.0,419203000000.0,,,,,,
Depreciation,9501,367517000000.0,358207000000.0,341145000000.0,419203000000.0,,,,,,
Gain Loss On Investment Securities,9501,27542000000.0,27308000000.0,-38545000000.0,28281000000.0,,,,,,
Gain Loss On Sale Of Business,9501,,0.0,-123331000000.0,0.0,,,,,,
Net Income From Continuing Operations,9501,198741000000.0,302345000000.0,-111911000000.0,11351000000.0,,,,,,
Free Cash Flow,9502,301345000000.0,344074000000.0,295798000000.0,21688000000.0,,,,,,
Repurchase Of Capital Stock,9502,-1507000000.0,-57000000.0,-39000000.0,-39000000.0,,,,,,
Repayment Of Debt,9502,-714124000000.0,-640072000000.0,-694793000000.0,-884058000000.0,,,,,,
Issuance Of Debt,9502,743801000000.0,778804000000.0,819837000000.0,1206229000000.0,,,,,,
End Cash Position,9502,292467000000.0,418518000000.0,373484000000.0,201156000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9502,-7380000000.0,,,1000000.0,,,,,,
Beginning Cash Position,9502,418518000000.0,373484000000.0,201156000000.0,174909000000.0,,,,,,
Effect Of Exchange Rate Changes,9502,-600000000.0,2206000000.0,210000000.0,176000000.0,,,,,,
Changes In Cash,9502,-118071000000.0,42828000000.0,172118000000.0,26070000000.0,,,,,,
Financing Cash Flow,9502,-27649000000.0,87084000000.0,73248000000.0,266403000000.0,,,,,,
Net Other Financing Charges,9502,-5235000000.0,-8712000000.0,-9718000000.0,-14048000000.0,,,,,,
Cash Dividends Paid,9502,-45335000000.0,-37795000000.0,-37807000000.0,-37758000000.0,,,,,,
Net Common Stock Issuance,9502,-1507000000.0,-57000000.0,-39000000.0,-39000000.0,,,,,,
Common Stock Payments,9502,-1507000000.0,-57000000.0,-39000000.0,-39000000.0,,,,,,
Net Issuance Payments Of Debt,9502,29677000000.0,138732000000.0,125044000000.0,322171000000.0,,,,,,
Net Short Term Debt Issuance,9502,-52784000000.0,31505000000.0,-63518000000.0,68433000000.0,,,,,,
Short Term Debt Payments,9502,-408112000000.0,-400139000000.0,-420759000000.0,-637591000000.0,,,,,,
Short Term Debt Issuance,9502,355328000000.0,431644000000.0,357241000000.0,706024000000.0,,,,,,
Net Long Term Debt Issuance,9502,82461000000.0,107227000000.0,188562000000.0,253738000000.0,,,,,,
Long Term Debt Payments,9502,-306012000000.0,-239933000000.0,-274034000000.0,-246467000000.0,,,,,,
Long Term Debt Issuance,9502,388473000000.0,347160000000.0,462596000000.0,500205000000.0,,,,,,
Investing Cash Flow,9502,-391767000000.0,-388330000000.0,-196928000000.0,-262021000000.0,,,,,,
Net Other Investing Changes,9502,-271600000000.0,-237605000000.0,-228452000000.0,-207080000000.0,,,,,,
Net Business Purchase And Sale,9502,-49269000000.0,-40760000000.0,0.0,-2222000000.0,,,,,,
Sale Of Business,9502,2427000000.0,380000000.0,0.0,22353000000.0,,,,,,
Purchase Of Business,9502,-51696000000.0,-41140000000.0,0.0,-24575000000.0,,,,,,
Operating Cash Flow,9502,301345000000.0,344074000000.0,295798000000.0,21688000000.0,,,,,,
Taxes Refund Paid,9502,-91750000000.0,-24066000000.0,10403000000.0,-69320000000.0,,,,,,
Interest Received Cfo,9502,13839000000.0,12006000000.0,33216000000.0,25550000000.0,,,,,,
Interest Paid Cfo,9502,-22671000000.0,-20727000000.0,-19812000000.0,-19208000000.0,,,,,,
Change In Working Capital,9502,-128967000000.0,-104989000000.0,16539000000.0,2425000000.0,,,,,,
Change In Other Current Liabilities,9502,-284724000000.0,3584000000.0,,,,,,,,
Change In Other Current Assets,9502,908000000.0,-2126000000.0,-5236000000.0,-5674000000.0,,,,,,
Change In Payable,9502,223606000000.0,-57460000000.0,48207000000.0,84243000000.0,,,,,,
Change In Inventory,9502,-43812000000.0,-57612000000.0,-5654000000.0,-27866000000.0,,,,,,
Change In Receivables,9502,-25447000000.0,12468000000.0,-20463000000.0,-27921000000.0,,,,,,
Other Non Cash Items,9502,139996000000.0,10140000000.0,39962000000.0,-63120000000.0,,,,,,
Depreciation And Amortization,9502,170881000000.0,172046000000.0,155927000000.0,189154000000.0,,,,,,
Depreciation,9502,170881000000.0,172046000000.0,155927000000.0,189154000000.0,,,,,,
Gain Loss On Investment Securities,9502,11659000000.0,-2675000000.0,-36651000000.0,6126000000.0,,,,,,
Net Income From Continuing Operations,9502,269496000000.0,506019000000.0,68991000000.0,-44473000000.0,,,,,,
Free Cash Flow,9503,575299000000.0,1154990000000.0,128038000000.0,410315000000.0,,,,,,
Repayment Of Debt,9503,-805510000000.0,-782565000000.0,-1629136000000.0,-1889458000000.0,,,,,,
Issuance Of Debt,9503,689010000000.0,510104000000.0,1801090000000.0,2262563000000.0,,,,,,
Issuance Of Capital Stock,9503,377434000000.0,2000000.0,,,,,,,,
End Cash Position,9503,941432000000.0,564427000000.0,322235000000.0,490491000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9503,2000000.0,,565000000.0,1000000.0,-112000000.0,,,,,
Beginning Cash Position,9503,564427000000.0,322235000000.0,490491000000.0,291266000000.0,,,,,,
Effect Of Exchange Rate Changes,9503,6384000000.0,4157000000.0,3921000000.0,2770000000.0,,,,,,
Changes In Cash,9503,370619000000.0,238035000000.0,-172742000000.0,196454000000.0,,,,,,
Financing Cash Flow,9503,137673000000.0,-488906000000.0,117104000000.0,318769000000.0,,,,,,
Net Other Financing Charges,9503,-44437000000.0,-168932000000.0,-10191000000.0,-9749000000.0,,,,,,
Cash Dividends Paid,9503,-49115000000.0,-44670000000.0,-44659000000.0,-44587000000.0,,,,,,
Common Stock Dividend Paid,9503,,,,,-44582000000.0,,,,,
Net Common Stock Issuance,9503,377434000000.0,2000000.0,,,,,,,,
Common Stock Issuance,9503,377434000000.0,2000000.0,,,,,,,,
Net Issuance Payments Of Debt,9503,-116500000000.0,-272461000000.0,171954000000.0,373105000000.0,,,,,,
Net Short Term Debt Issuance,9503,-243000000.0,27000000.0,-145087000000.0,11645000000.0,,,,,,
Short Term Debt Payments,9503,-266313000000.0,-265294000000.0,-1143688000000.0,-1308591000000.0,,,,,,
Short Term Debt Issuance,9503,266070000000.0,265321000000.0,998601000000.0,1320236000000.0,,,,,,
Net Long Term Debt Issuance,9503,-116257000000.0,-272488000000.0,317041000000.0,361460000000.0,,,,,,
Long Term Debt Payments,9503,-539197000000.0,-517271000000.0,-485448000000.0,-580867000000.0,,,,,,
Long Term Debt Issuance,9503,422940000000.0,244783000000.0,802489000000.0,942327000000.0,,,,,,
Investing Cash Flow,9503,-342353000000.0,-428049000000.0,-417884000000.0,-532630000000.0,,,,,,
Net Other Investing Changes,9503,-447469000000.0,-428377000000.0,-432040000000.0,-522607000000.0,,,,,,
Net Business Purchase And Sale,9503,9049000000.0,2654000000.0,11228000000.0,4858000000.0,,,,,,
Sale Of Business,9503,9049000000.0,2654000000.0,11228000000.0,4858000000.0,,,,,,
Purchase Of Business,9503,,,,,-23702000000.0,,,,,
Operating Cash Flow,9503,575299000000.0,1154990000000.0,128038000000.0,410315000000.0,,,,,,
Taxes Refund Paid,9503,-195697000000.0,-32475000000.0,-18635000000.0,-30657000000.0,,,,,,
Interest Received Cfo,9503,50714000000.0,44343000000.0,28746000000.0,21010000000.0,,,,,,
Interest Paid Cfo,9503,-33102000000.0,-27140000000.0,-22958000000.0,-20610000000.0,,,,,,
Change In Working Capital,9503,-122095000000.0,-20330000000.0,-105269000000.0,53984000000.0,,,,,,
Change In Other Current Liabilities,9503,,,,,-62000000.0,,,,,
Change In Other Current Assets,9503,,,,,-62000000.0,,,,,
Change In Payable,9503,74063000000.0,-28690000000.0,-5433000000.0,52147000000.0,,,,,,
Change In Inventory,9503,-31665000000.0,-4046000000.0,-53827000000.0,-16549000000.0,,,,,,
Change In Receivables,9503,-110256000000.0,17497000000.0,-96514000000.0,19329000000.0,,,,,,
Other Non Cash Items,9503,-39718000000.0,178583000000.0,-81945000000.0,-70805000000.0,,,,,,
Depreciation And Amortization,9503,373102000000.0,360552000000.0,326082000000.0,322516000000.0,,,,,,
Amortization Cash Flow,9503,41331000000.0,33254000000.0,20015000000.0,27187000000.0,,,,,,
Depreciation,9503,331771000000.0,327298000000.0,306067000000.0,295329000000.0,,,,,,
Gain Loss On Investment Securities,9503,8935000000.0,10402000000.0,7846000000.0,9559000000.0,,,,,,
Gain Loss On Sale Of Business,9503,-61412000000.0,0.0,,,,,,,,
Net Income From Continuing Operations,9503,594572000000.0,641054000000.0,-5828000000.0,125316000000.0,,,,,,
Free Cash Flow,9684,30708000000.0,41791000000.0,3677000000.0,19612000000.0,,,,,,
Repurchase Of Capital Stock,9684,-3000000.0,-3000000.0,-5000000.0,-8000000.0,,,,,,
Issuance Of Capital Stock,9684,482000000.0,347000000.0,354000000.0,599000000.0,,,,,,
Capital Expenditure,9684,-12073000000.0,-10447000000.0,-8549000000.0,-7958000000.0,,,,,,
End Cash Position,9684,243610000000.0,223181000000.0,190903000000.0,160622000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9684,-1000000.0,12000000.0,1000000.0,,-1000000.0,,,,,
Beginning Cash Position,9684,223181000000.0,190903000000.0,160622000000.0,144061000000.0,,,,,,
Effect Of Exchange Rate Changes,9684,-637000000.0,8029000000.0,5975000000.0,6458000000.0,,,,,,
Changes In Cash,9684,21067000000.0,24237000000.0,24305000000.0,10103000000.0,,,,,,
Financing Cash Flow,9684,-6600000000.0,-14787000000.0,-15523000000.0,-9343000000.0,,,,,,
Net Other Financing Charges,9684,-1000000.0,-1000000.0,,45000000.0,6000000.0,,,,,
Cash Dividends Paid,9684,-6719000000.0,-14838000000.0,-15418000000.0,-9308000000.0,,,,,,
Net Common Stock Issuance,9684,479000000.0,344000000.0,349000000.0,591000000.0,,,,,,
Common Stock Payments,9684,-3000000.0,-3000000.0,-5000000.0,-8000000.0,,,,,,
Common Stock Issuance,9684,482000000.0,347000000.0,354000000.0,599000000.0,,,,,,
Investing Cash Flow,9684,-15114000000.0,-13214000000.0,27602000000.0,-8124000000.0,,,,,,
Net Other Investing Changes,9684,-39000000.0,-1738000000.0,1163000000.0,2078000000.0,,,,,,
Net Investment Purchase And Sale,9684,-2134000000.0,-843000000.0,-1958000000.0,-1946000000.0,,,,,,
Sale Of Investment,9684,2882000000.0,2716000000.0,3929000000.0,3449000000.0,,,,,,
Purchase Of Investment,9684,-5016000000.0,-3559000000.0,-5887000000.0,-5395000000.0,,,,,,
Net Business Purchase And Sale,9684,-918000000.0,-190000000.0,35440000000.0,-305000000.0,,,,,,
Sale Of Business,9684,,0.0,36122000000.0,382000000.0,0.0,,,,,
Purchase Of Business,9684,-918000000.0,-190000000.0,-682000000.0,-687000000.0,,,,,,
Net Intangibles Purchase And Sale,9684,-1203000000.0,-1162000000.0,-1367000000.0,-2464000000.0,,,,,,
Sale Of Intangibles,9684,,0.0,1506000000.0,0.0,,,,,,
Purchase Of Intangibles,9684,-1203000000.0,-1162000000.0,-2873000000.0,-2464000000.0,,,,,,
Net PPE Purchase And Sale,9684,-10820000000.0,-9281000000.0,-5676000000.0,-5487000000.0,,,,,,
Sale Of PPE,9684,50000000.0,4000000.0,0.0,7000000.0,,,,,,
Purchase Of PPE,9684,-10870000000.0,-9285000000.0,-5676000000.0,-5494000000.0,,,,,,
Operating Cash Flow,9684,42781000000.0,52238000000.0,12226000000.0,27570000000.0,,,,,,
Taxes Refund Paid,9684,-8000000000.0,-6709000000.0,-19536000000.0,-25749000000.0,,,,,,
Interest Received Cfo,9684,3717000000.0,1556000000.0,715000000.0,102000000.0,,,,,,
Interest Paid Cfo,9684,-154000000.0,-119000000.0,-72000000.0,-150000000.0,,,,,,
Change In Working Capital,9684,34000000.0,19793000000.0,-20678000000.0,-14685000000.0,,,,,,
Change In Other Current Liabilities,9684,-9548000000.0,2735000000.0,-885000000.0,-1269000000.0,,,,,,
Change In Other Current Assets,9684,3064000000.0,810000000.0,-4904000000.0,-3575000000.0,,,,,,
Change In Payable,9684,-6610000000.0,765000000.0,-5455000000.0,2641000000.0,,,,,,
Change In Inventory,9684,1579000000.0,18344000000.0,-13711000000.0,-17207000000.0,,,,,,
Change In Receivables,9684,11538000000.0,-3508000000.0,6463000000.0,1332000000.0,,,,,,
Other Non Cash Items,9684,-2963000000.0,-1843000000.0,-106000000.0,-563000000.0,,,,,,
Depreciation And Amortization,9684,8463000000.0,7557000000.0,6921000000.0,7594000000.0,,,,,,
Depreciation,9684,8463000000.0,7557000000.0,6921000000.0,7594000000.0,,,,,,
Gain Loss On Investment Securities,9684,1160000000.0,310000000.0,-10017000000.0,204000000.0,,,,,,
Net Foreign Currency Exchange Gain Loss,9684,955000000.0,-9551000000.0,-9635000000.0,-10043000000.0,,,,,,
Gain Loss On Sale Of PPE,9684,0.0,22087000000.0,5623000000.0,0.0,,,,,,
Net Income From Continuing Operations,9684,39542000000.0,17935000000.0,58431000000.0,70223000000.0,,,,,,
Free Cash Flow,9697,61341000000.0,31786000000.0,14374000000.0,42880000000.0,,,,,,
Repurchase Of Capital Stock,9697,-2000000.0,-1000000.0,-13645000000.0,-2000000.0,,,,,,
Repayment Of Debt,9697,-688000000.0,-3685000000.0,-626000000.0,-727000000.0,,,,,,
Issuance Of Debt,9697,,3000000000.0,0.0,0.0,3000000000.0,,,,,
Capital Expenditure,9697,-6277000000.0,-5135000000.0,-7415000000.0,-4067000000.0,,,,,,
End Cash Position,9697,150426000000.0,109091000000.0,89470000000.0,95635000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9697,-1000000.0,,1000000.0,1000000.0,,,,,,
Beginning Cash Position,9697,109091000000.0,89470000000.0,95635000000.0,64043000000.0,,,,,,
Effect Of Exchange Rate Changes,9697,-274000000.0,4631000000.0,2209000000.0,2050000000.0,,,,,,
Changes In Cash,9697,41610000000.0,14990000000.0,-8375000000.0,29541000000.0,,,,,,
Financing Cash Flow,9697,-18735000000.0,-15969000000.0,-22485000000.0,-9980000000.0,,,,,,
Net Other Financing Charges,9697,,,-2000000.0,-2000000.0,-2000000.0,,,,,
Cash Dividends Paid,9697,-16823000000.0,-14266000000.0,-10868000000.0,-8745000000.0,,,,,,
Net Common Stock Issuance,9697,-2000000.0,-1000000.0,-13645000000.0,-2000000.0,,,,,,
Common Stock Payments,9697,-2000000.0,-1000000.0,-13645000000.0,-2000000.0,,,,,,
Net Issuance Payments Of Debt,9697,-688000000.0,-685000000.0,2965000000.0,-727000000.0,,,,,,
Net Short Term Debt Issuance,9697,,0.0,3591000000.0,0.0,,,,,,
Net Long Term Debt Issuance,9697,-688000000.0,-685000000.0,-626000000.0,-727000000.0,,,,,,
Long Term Debt Payments,9697,-688000000.0,-3685000000.0,-626000000.0,-727000000.0,,,,,,
Long Term Debt Issuance,9697,,3000000000.0,0.0,0.0,3000000000.0,,,,,
Investing Cash Flow,9697,-7273000000.0,-5962000000.0,-7679000000.0,-7426000000.0,,,,,,
Net Other Investing Changes,9697,-1022000000.0,-161000000.0,-390000000.0,-28000000.0,,,,,,
Net Investment Purchase And Sale,9697,-151000000.0,-545000000.0,122000000.0,-3333000000.0,,,,,,
Sale Of Investment,9697,32107000000.0,27898000000.0,25441000000.0,17980000000.0,,,,,,
Purchase Of Investment,9697,-32258000000.0,-28443000000.0,-25319000000.0,-21313000000.0,,,,,,
Net Business Purchase And Sale,9697,-162000000.0,-122000000.0,0.0,,,,,,,
Purchase Of Business,9697,-162000000.0,-122000000.0,0.0,,,,,,,
Net Intangibles Purchase And Sale,9697,-431000000.0,-297000000.0,-312000000.0,-1117000000.0,,,,,,
Purchase Of Intangibles,9697,-431000000.0,-297000000.0,-312000000.0,-1117000000.0,,,,,,
Net PPE Purchase And Sale,9697,-5507000000.0,-4837000000.0,-7099000000.0,-2948000000.0,,,,,,
Sale Of PPE,9697,339000000.0,1000000.0,4000000.0,2000000.0,,,,,,
Purchase Of PPE,9697,-5846000000.0,-4838000000.0,-7103000000.0,-2950000000.0,,,,,,
Operating Cash Flow,9697,67618000000.0,36921000000.0,21789000000.0,46947000000.0,,,,,,
Taxes Refund Paid,9697,-8578000000.0,-20094000000.0,-10698000000.0,-11155000000.0,,,,,,
Interest Received Cfo,9697,1131000000.0,1130000000.0,277000000.0,58000000.0,,,,,,
Interest Paid Cfo,9697,-77000000.0,-59000000.0,-41000000.0,-49000000.0,,,,,,
Change In Working Capital,9697,4566000000.0,-4009000000.0,-23806000000.0,13818000000.0,,,,,,
Change In Other Current Assets,9697,19932000000.0,-4892000000.0,-3729000000.0,2008000000.0,,,,,,
Change In Payable,9697,1299000000.0,-1438000000.0,1869000000.0,-180000000.0,,,,,,
Change In Inventory,9697,-11242000000.0,-1613000000.0,-7820000000.0,-5361000000.0,,,,,,
Change In Receivables,9697,-7976000000.0,-71000000.0,-17155000000.0,17208000000.0,,,,,,
Other Non Cash Items,9697,333000000.0,-2053000000.0,1728000000.0,-3172000000.0,,,,,,
Stock Based Compensation,9697,49000000.0,,,,,,,,,
Depreciation And Amortization,9697,4675000000.0,4221000000.0,3438000000.0,3385000000.0,,,,,,
Depreciation,9697,4675000000.0,4221000000.0,3438000000.0,3385000000.0,,,,,,
Gain Loss On Investment Securities,9697,-15000000.0,-361000000.0,35000000.0,8000000.0,,,,,,
Net Foreign Currency Exchange Gain Loss,9697,-117000000.0,-1134000000.0,-477000000.0,-265000000.0,,,,,,
Gain Loss On Sale Of PPE,9697,,34000000.0,35000000.0,8000000.0,16000000.0,,,,,
Net Income From Continuing Operations,9697,65651000000.0,59282000000.0,51143000000.0,44322000000.0,,,,,,
Free Cash Flow,9719,50760000000.0,58307000000.0,29281000000.0,44997000000.0,,,,,,
Repayment Of Debt,9719,-111913000000.0,-21950000000.0,-17000000000.0,-25100000000.0,,,,,,
Issuance Of Debt,9719,310921000000.0,21450000000.0,12250000000.0,16472000000.0,,,,,,
Capital Expenditure,9719,-17277000000.0,-9593000000.0,-14311000000.0,-14084000000.0,,,,,,
End Cash Position,9719,105623000000.0,144360000000.0,121425000000.0,121251000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9719,,,1000000.0,-1000000.0,-1000000.0,,,,,
Beginning Cash Position,9719,144360000000.0,121425000000.0,121251000000.0,108768000000.0,,,,,,
Effect Of Exchange Rate Changes,9719,768000000.0,814000000.0,605000000.0,672000000.0,,,,,,
Changes In Cash,9719,-39505000000.0,22121000000.0,-432000000.0,11812000000.0,,,,,,
Financing Cash Flow,9719,167946000000.0,-25881000000.0,-29074000000.0,-32342000000.0,,,,,,
Net Other Financing Charges,9719,-691000000.0,-10000000.0,139000000.0,-11000000.0,,,,,,
Cash Dividends Paid,9719,-20623000000.0,-16867000000.0,-15406000000.0,-14567000000.0,,,,,,
Common Stock Dividend Paid,9719,-20623000000.0,-16867000000.0,-15406000000.0,-14567000000.0,,,,,,
Net Issuance Payments Of Debt,9719,199008000000.0,-500000000.0,-4750000000.0,-8628000000.0,,,,,,
Net Long Term Debt Issuance,9719,199008000000.0,-500000000.0,-4750000000.0,-8628000000.0,,,,,,
Long Term Debt Payments,9719,-111913000000.0,-21950000000.0,-17000000000.0,-25100000000.0,,,,,,
Long Term Debt Issuance,9719,310921000000.0,21450000000.0,12250000000.0,16472000000.0,,,,,,
Investing Cash Flow,9719,-275488000000.0,-19898000000.0,-14950000000.0,-14927000000.0,,,,,,
Net Other Investing Changes,9719,313000000.0,-904000000.0,-568000000.0,-213000000.0,,,,,,
Net Investment Purchase And Sale,9719,-1359000000.0,-4096000000.0,88000000.0,-415000000.0,,,,,,
Sale Of Investment,9719,45233000000.0,32177000000.0,1352000000.0,268000000.0,,,,,,
Purchase Of Investment,9719,-46592000000.0,-36273000000.0,-1264000000.0,-683000000.0,,,,,,
Net Business Purchase And Sale,9719,-258369000000.0,-5403000000.0,-203000000.0,-296000000.0,,,,,,
Purchase Of Business,9719,-258369000000.0,-5403000000.0,-203000000.0,-296000000.0,,,,,,
Net Intangibles Purchase And Sale,9719,-7242000000.0,-4991000000.0,-4586000000.0,-3854000000.0,,,,,,
Sale Of Intangibles,9719,,0.0,44000000.0,73000000.0,9000000.0,,,,,
Purchase Of Intangibles,9719,-7242000000.0,-4991000000.0,-4630000000.0,-3927000000.0,,,,,,
Net PPE Purchase And Sale,9719,-8831000000.0,-4504000000.0,-9681000000.0,-10149000000.0,,,,,,
Sale Of PPE,9719,1204000000.0,98000000.0,0.0,8000000.0,,,,,,
Purchase Of PPE,9719,-10035000000.0,-4602000000.0,-9681000000.0,-10157000000.0,,,,,,
Operating Cash Flow,9719,68037000000.0,67900000000.0,43592000000.0,59081000000.0,,,,,,
Taxes Refund Paid,9719,-18094000000.0,-16155000000.0,-18450000000.0,-6674000000.0,,,,,,
Interest Received Cfo,9719,1220000000.0,744000000.0,559000000.0,384000000.0,,,,,,
Interest Paid Cfo,9719,-1242000000.0,-667000000.0,-558000000.0,-506000000.0,,,,,,
Change In Working Capital,9719,-8497000000.0,3405000000.0,-9102000000.0,-1014000000.0,,,,,,
Change In Other Current Assets,9719,-790000000.0,1769000000.0,1136000000.0,-554000000.0,,,,,,
Change In Payable,9719,4441000000.0,478000000.0,3010000000.0,2832000000.0,,,,,,
Change In Inventory,9719,10994000000.0,1809000000.0,-622000000.0,-1414000000.0,,,,,,
Change In Receivables,9719,-22436000000.0,-2164000000.0,-12763000000.0,-1084000000.0,,,,,,
Other Non Cash Items,9719,5582000000.0,2861000000.0,-1951000000.0,-198000000.0,,,,,,
Depreciation And Amortization,9719,24866000000.0,21433000000.0,20629000000.0,19881000000.0,,,,,,
Depreciation,9719,24866000000.0,21433000000.0,20629000000.0,19881000000.0,,,,,,
Gain Loss On Sale Of Business,9719,,,,,-997000000.0,,,,,
Net Income From Continuing Operations,9719,65547000000.0,57459000000.0,53336000000.0,48315000000.0,,,,,,
Free Cash Flow,9735,72581000000.0,71339000000.0,85088000000.0,101240000000.0,,,,,,
Repayment Of Debt,9735,-2175000000.0,-2514000000.0,-4983000000.0,-3534000000.0,,,,,,
Issuance Of Debt,9735,1316000000.0,300000000.0,2837000000.0,4848000000.0,,,,,,
Capital Expenditure,9735,-95261000000.0,-94421000000.0,-61338000000.0,-63671000000.0,,,,,,
End Cash Position,9735,408404000000.0,424173000000.0,513592000000.0,513902000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9735,1000000.0,-1000000.0,,1000000.0,-1000000.0,,,,,
Beginning Cash Position,9735,424173000000.0,513592000000.0,513902000000.0,490039000000.0,,,,,,
Effect Of Exchange Rate Changes,9735,2432000000.0,2579000000.0,1546000000.0,1695000000.0,,,,,,
Changes In Cash,9735,-18202000000.0,-91997000000.0,-1856000000.0,22167000000.0,,,,,,
Financing Cash Flow,9735,-85246000000.0,-95488000000.0,-77836000000.0,-87393000000.0,,,,,,
Net Other Financing Charges,9735,-10253000000.0,2317000000.0,2804000000.0,-28503000000.0,,,,,,
Cash Dividends Paid,9735,-39697000000.0,-40482000000.0,-39060000000.0,-38195000000.0,,,,,,
Common Stock Dividend Paid,9735,,,,-38195000000.0,-37104000000.0,,,,,
Net Common Stock Issuance,9735,-30012000000.0,-44002000000.0,-29788000000.0,-11241000000.0,,,,,,
Net Issuance Payments Of Debt,9735,3258000000.0,-4028000000.0,-3421000000.0,-849000000.0,,,,,,
Net Short Term Debt Issuance,9735,4117000000.0,-1814000000.0,-1275000000.0,-2163000000.0,,,,,,
Net Long Term Debt Issuance,9735,-859000000.0,-2214000000.0,-2146000000.0,1314000000.0,,,,,,
Long Term Debt Payments,9735,-2175000000.0,-2514000000.0,-4983000000.0,-3534000000.0,,,,,,
Long Term Debt Issuance,9735,1316000000.0,300000000.0,2837000000.0,4848000000.0,,,,,,
Investing Cash Flow,9735,-100798000000.0,-162269000000.0,-70446000000.0,-55351000000.0,,,,,,
Net Other Investing Changes,9735,-13103000000.0,-16310000000.0,-2647000000.0,-965000000.0,,,,,,
Net Investment Purchase And Sale,9735,1158000000.0,-23378000000.0,1974000000.0,1569000000.0,,,,,,
Sale Of Investment,9735,21638000000.0,36804000000.0,53331000000.0,33243000000.0,,,,,,
Purchase Of Investment,9735,-20480000000.0,-60182000000.0,-51357000000.0,-31674000000.0,,,,,,
Net Business Purchase And Sale,9735,-945000000.0,-33760000000.0,-19109000000.0,-10000000.0,,,,,,
Purchase Of Business,9735,-945000000.0,-33760000000.0,-19109000000.0,-10000000.0,,,,,,
Net Intangibles Purchase And Sale,9735,-17719000000.0,-13132000000.0,-11559000000.0,-10557000000.0,,,,,,
Purchase Of Intangibles,9735,-17719000000.0,-13132000000.0,-11559000000.0,-10557000000.0,,,,,,
Net PPE Purchase And Sale,9735,-71224000000.0,-77546000000.0,-43274000000.0,-49580000000.0,,,,,,
Sale Of PPE,9735,6318000000.0,3743000000.0,6505000000.0,3534000000.0,,,,,,
Purchase Of PPE,9735,-77542000000.0,-81289000000.0,-49779000000.0,-53114000000.0,,,,,,
Operating Cash Flow,9735,167842000000.0,165760000000.0,146426000000.0,164911000000.0,,,,,,
Taxes Refund Paid,9735,-48315000000.0,-44136000000.0,-47501000000.0,-42694000000.0,,,,,,
Interest Received Cfo,9735,18084000000.0,12721000000.0,11318000000.0,9919000000.0,,,,,,
Interest Paid Cfo,9735,-1323000000.0,-1087000000.0,-884000000.0,-841000000.0,,,,,,
Change In Working Capital,9735,-20507000000.0,-16502000000.0,-25181000000.0,-13641000000.0,,,,,,
Change In Other Current Assets,9735,-5638000000.0,-7825000000.0,-6499000000.0,-6338000000.0,,,,,,
Change In Payable,9735,-5738000000.0,3093000000.0,1467000000.0,-1597000000.0,,,,,,
Change In Prepaid Assets,9735,-2627000000.0,3544000000.0,1324000000.0,6732000000.0,,,,,,
Change In Inventory,9735,758000000.0,-7153000000.0,-9194000000.0,-5337000000.0,,,,,,
Change In Receivables,9735,-7018000000.0,-7820000000.0,-10985000000.0,-6052000000.0,,,,,,
Other Non Cash Items,9735,-4837000000.0,-2596000000.0,121000000.0,322000000.0,,,,,,
Depreciation And Amortization,9735,77242000000.0,71781000000.0,68940000000.0,67460000000.0,,,,,,
Amortization Cash Flow,9735,6641000000.0,6571000000.0,6426000000.0,5661000000.0,,,,,,
Depreciation,9735,70601000000.0,65210000000.0,62514000000.0,61799000000.0,,,,,,
Gain Loss On Investment Securities,9735,-514000000.0,2700000000.0,-1202000000.0,1778000000.0,,,,,,
Net Foreign Currency Exchange Gain Loss,9735,89000000.0,-609000000.0,-348000000.0,100000000.0,,,,,,
Gain Loss On Sale Of Business,9735,-21202000000.0,-15050000000.0,-7508000000.0,-2872000000.0,,,,,,
Net Income From Continuing Operations,9735,174868000000.0,163765000000.0,153367000000.0,152013000000.0,,,,,,
